class,freq_hz,H_db_mean,H_db_std
Cargo,1937.5,16.235466970372695,62.25346341449468
Cargo,1968.75,16.03969408511572,61.97163557383812
Cargo,2000.0,15.817905981395342,61.83308880508717
Cargo,2031.25,15.652370016703543,61.793730254520085
Cargo,2062.5,15.739313459446752,61.63270798608961
Cargo,2093.75,15.463630207392663,61.607198055667126
Cargo,2125.0,15.303475016239265,61.43172132640707
Cargo,2156.25,15.58588378877758,61.08116439070943
Cargo,2187.5,15.681120851158335,60.870015693872936
Cargo,2218.75,15.681845427667792,60.67961906129776
Cargo,2250.0,15.483633178794364,60.438700466204764
Cargo,2281.25,15.366253140403376,60.152815453480585
Cargo,2312.5,15.505900869541088,59.90079511505188
Cargo,2343.75,-3.587882552441342,4.140173079275667
Cargo,2375.0,-3.9752758805122648,3.8292531186536274
Cargo,2406.25,-3.9214780679136396,3.8478991497378896
Cargo,2437.5,-3.5788479547198664,4.009838115337797
Cargo,2468.75,-3.5326447089921422,4.093739950584571
Cargo,2500.0,-3.267341842337662,4.103606238526029
Cargo,2531.25,15.990552518828675,58.78270158647847
Cargo,2562.5,15.84467545097264,58.69121239632932
Cargo,2593.75,16.14733835704499,58.46626130093552
Cargo,2625.0,16.153458135416663,58.355229621490906
Cargo,2656.25,15.958945482587172,58.10877678026594
Cargo,2687.5,16.092018658798374,57.76606247994944
Cargo,2718.75,16.030021922005016,57.46603479393306
Cargo,2750.0,15.966959677266411,57.343972032727734
Cargo,2781.25,-2.3567455969404407,4.149597462211798
Cargo,2812.5,-2.5215805748201205,3.8688310273620576
Cargo,2843.75,-2.798573889846714,3.7101748285746927
Cargo,2875.0,-2.8534139120930138,3.7247563257529355
Cargo,2906.25,-2.85006219775871,3.8016414325695824
Cargo,2937.5,-3.1632321038028994,4.228216606930707
Cargo,2968.75,-3.4344418208928302,4.697999530302162
Cargo,3000.0,-3.4409049415913144,4.642556038458216
Cargo,3031.25,-3.3552854068035445,4.659305137375018
Cargo,3062.5,-3.4490039618064143,4.858040665029663
Cargo,3093.75,-3.5332911698745497,5.026508382408878
Cargo,3125.0,-3.6182251979089193,5.117562282459467
Cargo,3156.25,-3.7652890987218273,5.177232480900215
Cargo,3187.5,-3.810213177262341,5.165567969049896
Cargo,3218.75,-3.6993814346623246,5.189260788961384
Cargo,3250.0,-3.725077633786909,5.432863468452356
Cargo,3281.25,-3.818426301205759,5.436225908872256
Cargo,3312.5,-3.8060929571466793,5.396627295218585
Cargo,3343.75,-3.7350828895290547,5.4228179036308655
Cargo,3375.0,-3.7679699168706655,5.473850472086146
Cargo,3406.25,-3.859366162889505,5.510268523680777
Cargo,3437.5,-4.050793785952111,5.545684140017341
Cargo,3468.75,-4.20580583612048,5.7335201338307975
Cargo,3500.0,-4.086209083910203,5.7802089905877265
Cargo,3531.25,-3.8721778179963393,5.691975760063533
Cargo,3562.5,-3.8645927290355786,5.6515998606770745
Cargo,3593.75,-3.880728495930284,5.6533645443874745
Cargo,3625.0,-3.978387954752896,5.742613181572631
Cargo,3656.25,-4.122087508645363,5.891109079470147
Cargo,3687.5,-4.1201413212089255,5.985035019461236
Cargo,3718.75,-3.9905503816760373,6.119021161882642
Cargo,3750.0,-3.944514531034508,5.925521972362373
Cargo,3781.25,-3.967164915239483,5.907813696164529
Cargo,3812.5,-3.826090310847191,6.04342993958155
Cargo,3843.75,-3.8100255561360568,6.135323326615703
Cargo,3875.0,-3.8255761703148154,6.133708516536927
Cargo,3906.25,-3.731026882743881,6.168978796793485
Cargo,3937.5,-3.6999652058319996,6.144253382047921
Cargo,3968.75,-3.721516278876519,6.175158869131663
Cargo,4000.0,-3.6801991520777904,6.1257191436284195
Cargo,4031.25,-3.672480939864871,6.050596011875096
Cargo,4062.5,-3.698600645431695,5.93685299350017
Cargo,4093.75,-3.6838874342546193,5.858706761279592
Cargo,4125.0,-3.749166517844961,5.824231316559012
Cargo,4156.25,-4.0242972440341935,5.895337196271527
Cargo,4187.5,-4.147975946992791,6.001984017056476
Cargo,4218.75,-4.350883418058563,6.051157992311626
Cargo,4250.0,-4.401329521208995,6.036550328636107
Cargo,4281.25,-4.349383828586994,5.923490178857042
Cargo,4312.5,-4.404144355538824,5.848868771646915
Cargo,4343.75,-4.413400814741753,5.766565004927711
Cargo,4375.0,-4.320457221898434,5.748644095266723
Cargo,4406.25,-4.299432173673333,5.728778173132436
Cargo,4437.5,-4.323092899449917,5.597832558771637
Cargo,4468.75,-4.20861647515833,5.585864729718155
Cargo,4500.0,-4.105465150215993,5.504561286460389
Cargo,4531.25,-4.213322619290125,5.517011180193946
Cargo,4562.5,-4.28730995085848,5.601489673592228
Cargo,4593.75,-4.318205671590738,5.469889094143253
Cargo,4625.0,-4.310231196546407,5.498232670106201
Cargo,4656.25,-4.21858038296564,5.543887331634903
Cargo,4687.5,-4.072827120818237,5.525774733440467
Cargo,4718.75,-4.066416694394029,5.621358010266382
Cargo,4750.0,-4.097329851679637,5.627715763076158
Cargo,4781.25,-4.058262603057587,5.541289822726552
Cargo,4812.5,-3.921512967938699,5.542090112130699
Cargo,4843.75,-3.8921794224180246,5.552912653199937
Cargo,4875.0,-3.8086914976055866,5.572417388399062
Cargo,4906.25,-3.7714245039863092,5.574193692438012
Cargo,4937.5,-3.7867517075934165,5.6275479486659155
Cargo,4968.75,-3.939945966563793,5.631482823584851
Cargo,5000.0,-4.120078249095561,5.619089467212293
Cargo,5031.25,-3.9839628423253104,5.5630899956327315
Cargo,5062.5,-3.815335162910339,5.565523606459874
Cargo,5093.75,-3.6972533702136765,5.63579003218491
Cargo,5125.0,-3.525705476499624,5.566980831844814
Cargo,5156.25,-3.5408260685744635,5.455886855959602
Cargo,5187.5,-3.4696382306897235,5.4574243275651435
Cargo,5218.75,-3.4733135675091473,5.502322826924868
Cargo,5250.0,-3.500964603438028,5.5250971245860665
Cargo,5281.25,-3.5243574696700657,5.369445178216051
Cargo,5312.5,-3.555707394806535,5.165650976660776
Cargo,5343.75,-3.4426968332914583,5.250752173070281
Cargo,5375.0,-3.4089942690947765,5.455089470769415
Cargo,5406.25,-3.480314745120002,5.505696159794672
Cargo,5437.5,-3.4806856894935208,5.330898618363989
Cargo,5468.75,-3.4495430783196404,5.17647970180559
Cargo,5500.0,-3.4806353252732096,5.15299063742869
Cargo,5531.25,-3.6136569858702643,5.028126250463078
Cargo,5562.5,-3.48191394663582,4.920297999360954
Cargo,5593.75,-3.323611985786374,4.9159368008170885
Cargo,5625.0,-3.348700705313445,4.923122404683744
Cargo,5656.25,-3.2734132596665404,4.807309012839685
Cargo,5687.5,-3.353526546638767,4.7532556384559275
Cargo,5718.75,-3.685460456229434,4.792009868867411
Cargo,5750.0,-3.7888899200885846,4.842194718634858
Cargo,5781.25,-3.8134039526317536,4.865370861903223
Cargo,5812.5,-3.82861319548188,4.815420137350548
Cargo,5843.75,-3.7569984130659195,4.921894096768989
Cargo,5875.0,-3.8214008033256723,5.0797065389012275
Cargo,5906.25,-3.9663366325346394,5.173038863500596
Cargo,5937.5,-4.075090319091385,5.126867154747957
Cargo,5968.75,-4.053963038026689,5.086552695022456
Cargo,6000.0,-4.027197099622532,5.091086914557424
Cargo,6031.25,-4.103319417234602,5.210145055396492
Cargo,6062.5,-4.318273875587657,5.199700141896229
Cargo,6093.75,-4.483274056562659,5.145558572882685
Cargo,6125.0,-4.462926780751202,5.07393971656188
Cargo,6156.25,-4.398316533845529,5.013202209703359
Cargo,6187.5,-4.476047131187182,5.073978129205253
Cargo,6218.75,-4.717532467972432,5.176415127409634
Cargo,6250.0,-4.7680753555194215,5.2790572798518065
Cargo,6281.25,-4.698786922389109,5.247947993001584
Cargo,6312.5,-4.606875253705906,5.226626313971532
Cargo,6343.75,-4.575188638766869,5.072471243454687
Cargo,6375.0,-4.704425091017626,4.868407555331987
Cargo,6406.25,-4.802107690898739,4.951487783839682
Cargo,6437.5,-4.885487603479477,5.0695898064251255
Cargo,6468.75,-4.992753416409597,4.887703387327649
Cargo,6500.0,-5.018174135528284,4.762155236995274
Cargo,6531.25,-4.947760869476389,4.806414741965965
Cargo,6562.5,-4.9487027671021195,4.826751583867144
Cargo,6593.75,-4.9542569676120625,4.480054033892396
Cargo,6625.0,-4.735561576891152,4.420872704025016
Cargo,6656.25,-4.666919799116225,4.528858433912738
Cargo,6687.5,-4.69494433314767,4.598895285181964
Cargo,6718.75,-4.702436618828562,4.594217208430939
Cargo,6750.0,-4.733996826594753,4.4164853913624915
Cargo,6781.25,-4.644796052304981,4.3686729159672995
Cargo,6812.5,-4.541479704762892,4.380645134531035
Cargo,6843.75,-4.586757615565559,4.379188684709348
Cargo,6875.0,-4.576178368939458,4.212392823142154
Cargo,6906.25,-4.632165847915893,4.221690191857911
Cargo,6937.5,-4.576236474573189,4.352929619576697
Cargo,6968.75,-4.415053765864586,4.405651262585349
Cargo,7000.0,-4.278089232701587,4.402218116422053
Cargo,7031.25,-4.248497732882396,4.560940487754489
Cargo,7062.5,-4.330354194366135,4.6330159735119185
Cargo,7093.75,-4.407774625397571,4.732522186880538
Cargo,7125.0,-4.572569200825267,4.942977583372357
Cargo,7156.25,-4.831262329022761,5.078516783397953
Cargo,7187.5,-4.862783771416242,5.3157045464732615
Cargo,7218.75,-4.878281360620787,5.359802527099065
Cargo,7250.0,-4.949690987122237,5.45992625127053
Cargo,7281.25,-5.035175299569753,5.520327203691375
Cargo,7312.5,-5.179993853928796,5.503412852871041
Cargo,7343.75,-5.0899331271015615,5.647735954257863
Cargo,7375.0,-5.113227511407155,5.564865747626613
Cargo,7406.25,-5.334164564431299,5.4413501506151025
Cargo,7437.5,-5.517081827351437,5.415058594110795
Cargo,7468.75,-5.5446853012723505,5.293842000654918
Cargo,7500.0,-5.50681215237189,5.317279047801518
Cargo,7531.25,-5.511803270055894,5.292058635857724
Cargo,7562.5,-5.50212083158493,5.339469534804772
Cargo,7593.75,-5.4450536565324965,5.486691157023589
Cargo,7625.0,-5.5563299518679035,5.441141053361543
Cargo,7656.25,-5.468305432847927,5.3432236370781805
Cargo,7687.5,-5.491962841846997,5.272597776387792
Cargo,7718.75,-5.519300259218282,5.2372864411984255
Cargo,7750.0,-5.512833512233483,5.044879088334508
Cargo,7781.25,-5.255496681653337,4.992540112192531
Cargo,7812.5,-5.14376061551175,4.964124318731378
Cargo,7843.75,-5.153007108424146,4.9448445759760515
Cargo,7875.0,-5.071771775949593,4.8640672797391655
Cargo,7906.25,-4.970415414034917,4.542034983477715
Cargo,7937.5,-4.701687165688213,4.457583607815308
Cargo,7968.75,-4.651126260818037,4.531279749583
Cargo,8000.0,-4.668419619004408,4.552974082075471
Cargo,8031.25,8.86313055304382,41.51622498571207
Cargo,8062.5,8.848618741553926,41.418258783639985
Cargo,8093.75,-2.9123692136497694,7.216853022951742
Cargo,8125.0,8.564246302616334,41.29096141478988
Cargo,8156.25,8.229711616290782,41.3092403618708
Cargo,8187.5,8.156913999348722,41.25228377289845
Cargo,8218.75,8.120370853166087,41.20083964755088
Cargo,8250.0,8.212697885859482,41.0749696239641
Cargo,8281.25,8.243735009048793,40.917952870214876
Cargo,8312.5,8.024889621526116,40.81557754704835
Cargo,8343.75,8.040039508820866,40.71906376447017
Cargo,8375.0,8.143315027121064,40.58748635046333
Cargo,8406.25,7.905365409261856,40.59528774688051
Cargo,8437.5,7.828626182261148,40.544408306602186
Cargo,8468.75,7.615820866251999,40.56336213349157
Cargo,8500.0,7.460746386232716,40.50450496016118
Cargo,8531.25,7.4058765790543815,40.43421590790356
Cargo,8562.5,7.0907169190930235,40.44847992259453
Cargo,8593.75,7.024591762721052,40.402093744673024
Cargo,8625.0,7.23081721585991,40.21470479007435
Cargo,8656.25,7.492181414839483,40.0586875103742
Cargo,8687.5,-5.462152568022171,4.0411113167201025
Cargo,8718.75,-5.981405382465392,4.076029644464778
Cargo,8750.0,-5.915569399886792,4.315002738942138
Cargo,8781.25,-5.723819971283761,4.151175521657145
Cargo,8812.5,-5.677146710403735,4.313757518172557
Cargo,8843.75,-5.80220397918883,4.172599300917041
Cargo,8875.0,-5.792020427306109,4.072023832869526
Cargo,8906.25,-5.598009453098191,4.148093358404498
Cargo,8937.5,-5.60009312076572,4.1964934080069405
Cargo,8968.75,-5.751715051792951,4.351572866134662
Cargo,9000.0,-5.774206273332356,4.239188377446487
Cargo,9031.25,-5.7301266287302255,4.31254187011131
Cargo,9062.5,-5.869727779096509,4.50211921793491
Cargo,9093.75,-5.96671764624489,4.457326955928363
Cargo,9125.0,-5.889917206809573,4.468918112920995
Cargo,9156.25,-5.758588889623917,4.566949372322417
Cargo,9187.5,-5.620768143682881,4.37304008236491
Cargo,9218.75,-5.464072732389374,4.333229726752385
Cargo,9250.0,-5.467736951117264,4.49682267855183
Cargo,9281.25,-5.381015774383946,4.56261283295976
Cargo,9312.5,-5.273694897531991,4.40224266663698
Cargo,9343.75,-4.93503617479428,4.309679292898372
Cargo,9375.0,-4.141658713931599,4.9529404612056
Cargo,9406.25,7.969747092681113,38.72524819783614
Cargo,9437.5,7.656582375159059,38.64219924425792
Cargo,9468.75,7.5930276138878785,38.555529496864985
Cargo,9500.0,7.7387532454519175,38.48134711246339
Cargo,9531.25,7.669962633659031,38.36624786377831
Cargo,9562.5,7.443856497623844,38.35846250564346
Cargo,9593.75,7.564015650685052,38.26219019194293
Cargo,9625.0,7.71809587638473,38.09954960357105
Cargo,9656.25,7.838574203313755,37.94030696681539
Cargo,9687.5,8.40100586688433,37.641808312386495
Cargo,9718.75,-3.7953298105967503,5.157905730110868
Cargo,9750.0,-4.264753812265984,5.314755582394278
Cargo,9781.25,-4.527652411046576,5.744544339410158
Cargo,9812.5,-4.453664269388077,6.208932957559734
Cargo,9843.75,-4.307628699006045,6.429417997575759
Cargo,9875.0,-4.338144168980515,6.508721707336985
Cargo,9906.25,-4.290329671950294,6.519029385165456
Cargo,9937.5,-4.239770525223061,6.538658585881889
Cargo,9968.75,-4.219560944532849,6.485308854848773
Cargo,10000.0,-4.138588165101292,6.453035073817996
Cargo,10031.25,-4.262441936761571,6.510531083382015
Cargo,10062.5,-4.405679265810571,6.528685557799203
Cargo,10093.75,-4.47790816532642,6.3428062896360675
Cargo,10125.0,-4.673238770742391,6.261658244294524
Cargo,10156.25,-4.7093016941747035,6.10683360264685
Cargo,10187.5,-4.791913914561791,6.015296843853981
Cargo,10218.75,-4.765585604344819,5.964967168344324
Cargo,10250.0,-4.653314387028987,5.964444509415722
Cargo,10281.25,-4.5641286802290075,6.037646158747884
Cargo,10312.5,-4.654316048514237,5.970547068093988
Cargo,10343.75,-4.856317764311712,5.87310143468154
Cargo,10375.0,-4.908918265461365,5.798459151025973
Cargo,10406.25,-5.118988079283424,5.49276041327391
Cargo,10437.5,-5.314585239583044,5.26609496169729
Cargo,10468.75,-5.408237319280802,4.984420001696452
Cargo,10500.0,-5.543155269373175,4.821345581103731
Cargo,10531.25,-5.771843287096905,4.957984940462653
Cargo,10562.5,-5.960512233855582,5.09661683636487
Cargo,10593.75,-5.834865773108118,5.09147824736064
Cargo,10625.0,-5.980921096621319,5.043686045132463
Cargo,10656.25,-6.085126989445085,5.041569760690515
Cargo,10687.5,-6.017831982877454,5.001123768112087
Cargo,10718.75,-6.082298046921247,4.814036024908807
Cargo,10750.0,-6.249421515765472,4.86323202231625
Cargo,10781.25,-6.500602258906476,4.989167543166199
Cargo,10812.5,-6.720956057444172,5.011659330302384
Cargo,10843.75,-6.919975955557112,4.946897661532192
Cargo,10875.0,-6.845232971496785,4.999413794942714
Cargo,10906.25,-6.576868529268384,5.0667858024332615
Cargo,10937.5,-6.229129737191639,4.992530829130796
Cargo,10968.75,-6.055914237938023,4.974529468508873
Cargo,11000.0,-5.938153306678901,5.00746782563101
Cargo,11031.25,-5.727599405248694,5.2237345320410045
Cargo,11062.5,-5.580046881108231,5.245103150584529
Cargo,11093.75,-5.487214942432863,5.202017254133026
Cargo,11125.0,-5.4468393676146,5.124442673332368
Cargo,11156.25,-5.407801784991042,4.901605717459051
Cargo,11187.5,-5.226451582474003,4.677097635665239
Cargo,11218.75,-5.172696686041778,4.556382142635167
Cargo,11250.0,-5.087463162902845,4.321059990033845
Cargo,11281.25,-5.133529524585242,4.243563362536165
Cargo,11312.5,-5.05212260689173,3.838372457615114
Cargo,11343.75,6.338557646229726,33.94699825387865
Cargo,11375.0,6.175520381303668,33.96838403426709
Cargo,11406.25,6.145491847188147,33.974373051535636
Cargo,11437.5,5.867113721143513,33.89495153279574
Cargo,11468.75,5.741622330063929,33.81871207608384
Cargo,11500.0,5.903027228413967,33.69796291269186
Cargo,11531.25,5.989394634493722,33.572581413710914
Cargo,11562.5,5.909013485816082,33.483750568523305
Cargo,11593.75,5.754036377618626,33.501821495737836
Cargo,11625.0,5.630723318561132,33.39394889395705
Cargo,11656.25,5.525494178303444,33.313417946607004
Cargo,11687.5,5.764036219668895,33.15006818357591
Cargo,11718.75,-4.805724617566338,4.003139317594947
Cargo,11750.0,5.566882095223372,32.982635951002905
Cargo,11781.25,5.250155422256547,32.9964136474616
Cargo,11812.5,4.9035646615691055,33.03599364160827
Cargo,11843.75,4.8686330115758345,32.8777643507956
Cargo,11875.0,5.041029192871534,32.70861858013081
Cargo,11906.25,-5.453916236260838,3.688955543247997
Cargo,11937.5,-6.028303984579905,3.436057326896375
Cargo,11968.75,-6.151341447157547,3.3585040746034354
Cargo,12000.0,-6.154035278977498,3.3125556101736184
Cargo,12031.25,-6.165968923770376,3.281506574238893
Cargo,12062.5,-6.413221028633314,3.421658620221263
Cargo,12093.75,-6.409629316147447,3.5005528797760763
Cargo,12125.0,-6.437320628901991,3.3411980002320916
Cargo,12156.25,-6.315290444843965,3.30071968478056
Cargo,12187.5,-6.262893534602574,3.4979106017356942
Cargo,12218.75,-6.119619192466045,3.6232902590836824
Cargo,12250.0,-6.2195116939536,3.731518292933161
Cargo,12281.25,-6.165580379491373,3.833483009652865
Cargo,12312.5,-5.992900780798854,4.040902339544389
Cargo,12343.75,-6.100331220420248,4.119035245334821
Cargo,12375.0,-6.154632511477943,4.1251227799370085
Cargo,12406.25,-6.177907794288339,4.271784261085758
Cargo,12437.5,-6.327268896843538,4.252542986011394
Cargo,12468.75,-6.425061449038738,4.160467376683164
Cargo,12500.0,-6.309010201742225,3.964055051692929
Cargo,12531.25,-6.217460333930187,3.9485305073969186
Cargo,12562.5,-6.251057005765811,3.7282490848568015
Cargo,12593.75,-6.117843373083931,3.535102921266219
Cargo,12625.0,-5.894277241852807,3.3480133998008195
Cargo,12656.25,-5.770893042077843,3.1272416990893475
Cargo,12687.5,-5.805097085831561,2.7816745293691976
Cargo,12718.75,-5.690176240227333,2.57153036919061
Cargo,12750.0,-5.424849856199162,2.339251978137534
Cargo,12781.25,-5.047181171608274,2.2302715055140143
Cargo,12812.5,-4.461051717211079,2.1390541521982933
Cargo,12843.75,-4.071230175377806,2.4026415804983365
Cargo,12875.0,-3.3049404656392753,3.69941660466448
Cargo,12906.25,-2.9514646457294513,3.99835041762577
Cargo,12937.5,-3.046948568988263,3.1624476746308807
Cargo,12968.75,-2.8682721429731335,3.107888828164394
Cargo,13000.0,-2.4422439894695147,3.854173604089737
Cargo,13031.25,-2.7228510600473386,2.542659008304574
Cargo,13062.5,-2.6516632455261915,2.016695947830989
Cargo,13093.75,-2.4229264125125676,1.8628941516040602
Cargo,13125.0,-2.25996220615581,1.8554473616942004
Cargo,13156.25,-2.1614777140760184,1.6281355757771236
Cargo,13187.5,-1.941661077091873,1.4792724315513273
Cargo,13218.75,-1.6665782534180917,1.2398127951065927
Cargo,13250.0,-1.519440132587074,1.1091669758696077
Cargo,13281.25,-1.3793848919555596,0.984813262286117
Cargo,13312.5,-1.2633583952132155,0.8651060393428062
Cargo,13343.75,-1.1449520400110855,0.7946332710327737
Cargo,13375.0,-1.0340342333470738,0.7509397122734003
Cargo,13406.25,-1.0078377575509374,0.678386788728157
Cargo,13437.5,-0.8213876322125977,0.6831348347278428
Cargo,13468.75,-0.8018516593663584,0.6524744892731846
Cargo,13500.0,-0.6642250532353134,0.7040130124230916
Cargo,13531.25,-0.6869086325256578,0.6735943144827736
Cargo,13562.5,-0.6067130259920225,0.6894094016491196
Cargo,13593.75,-0.6043657277688042,0.7365742538679148
Cargo,13625.0,-0.5656715945908287,0.7567590078565489
Cargo,13656.25,-0.5218920005295953,0.7910255815093932
Cargo,13687.5,-0.49974331842575576,0.8503182233483971
Cargo,13718.75,-0.4519769289389618,0.8628035183480102
Cargo,13750.0,-0.4572056857535947,0.8860808033404156
Cargo,13781.25,-0.4299347129834777,0.9094119868453753
Cargo,13812.5,-0.40810200516722867,0.9354614097608533
Cargo,13843.75,-0.40856338134861525,0.9530232032303289
Cargo,13875.0,-0.4153260396361097,0.9372185189310523
Cargo,13906.25,-0.3720965139088014,0.9960786399922565
Cargo,13937.5,-0.38422022573994324,0.9817756913075384
Cargo,13968.75,-0.38334664532521134,1.0031960624067684
Cargo,14000.0,-0.36750942664008324,1.011692453510436
Cargo,14031.25,-0.35908977560606364,1.0275271928067082
Cargo,14062.5,-0.3614036677076172,1.0289851715605665
Cargo,14093.75,-0.3642584478304632,1.0318387548965617
Cargo,14125.0,-0.35793636721618677,1.0392703015790516
Cargo,14156.25,-0.35877174709125814,1.0435457635359535
Cargo,14187.5,-0.363645571556218,1.0456044540763887
Cargo,14218.75,-0.3537594456522015,1.0547309735584651
Cargo,14250.0,-0.3591962992663216,1.0572630198829591
Cargo,14281.25,-0.3591454775471671,1.0597737631807367
Cargo,14312.5,-0.3624553379131537,1.060487191153761
Cargo,14343.75,-0.3609302595357078,1.0664753639375903
Cargo,14375.0,-0.3640307797439509,1.0684290937224974
Cargo,14406.25,-0.3620837458658232,1.0755795348176125
Cargo,14437.5,-0.3661087740586778,1.0771199318840303
Cargo,14468.75,-0.3685694222852075,1.0795006849916897
Cargo,14500.0,-0.3688734653468291,1.083690326617814
Cargo,14531.25,-0.3713013387125785,1.0892538096567188
Cargo,14562.5,-0.3733975348928008,1.092427588918688
Cargo,14593.75,-0.37539554584403867,1.0976879600592226
Cargo,14625.0,-0.37864750741975206,1.1011470028262618
Cargo,14656.25,-0.3812371968430962,1.1070524076224288
Cargo,14687.5,-0.3837440237185132,1.1121475265519003
Cargo,14718.75,-0.38686264642209806,1.1181630770996414
Cargo,14750.0,-0.3903238981330909,1.1242634014368056
Cargo,14781.25,-0.393924017674401,1.130286541367506
Cargo,14812.5,-0.39808934205979807,1.137823712989082
Cargo,14843.75,-0.40185807578991034,1.145132543069437
Cargo,14875.0,-0.40645096447670415,1.153449332182314
Cargo,14906.25,-0.41154537951002246,1.1620610059634673
Cargo,14937.5,-0.416787778397648,1.171410333759922
Cargo,14968.75,-0.4226598634022795,1.1818401178994802
Cargo,15000.0,-0.42886047602145183,1.1928254207069948
Cargo,15031.25,-0.43596370107709487,1.2049155485428888
Cargo,15062.5,-0.44351132205680877,1.217791914023564
Cargo,15093.75,-0.45189648724594,1.2322387423479157
Cargo,15125.0,-0.4610725414447364,1.2477443367993124
Cargo,15156.25,-0.47127075035530075,1.2647550535776355
Cargo,15187.5,-0.4825987891799898,1.283445366498912
Cargo,15218.75,-0.4951110616666162,1.3040082515192242
Cargo,15250.0,-0.5090866298519526,1.3266599490413038
Cargo,15281.25,-0.5247804499660009,1.351666283901787
Cargo,15312.5,-0.5423604444939938,1.379413943914732
Cargo,15343.75,-0.5621493291354132,1.4102715238507404
Cargo,15375.0,-0.5845922323946698,1.4445561134382987
Cargo,15406.25,-0.6100098156585885,1.4829761440517186
Cargo,15437.5,-0.6390281553010577,1.5259817876091046
Cargo,15468.75,-0.6721967121045866,1.5743644734871964
Cargo,15500.0,-0.7103108379549002,1.6289376080106686
Cargo,15531.25,-0.7542424010182256,1.690713846627643
Cargo,15562.5,-0.805069962120753,1.7608672797384164
Cargo,15593.75,-0.8640618569466202,1.840801202353563
Cargo,15625.0,-0.9327015093053941,1.9321998667545413
Cargo,15656.25,-1.0127249343332145,2.037032117759622
Cargo,15687.5,-1.1060671901960326,2.1576366513484837
Cargo,15718.75,-1.214846033609552,2.2967185255281066
Cargo,15750.0,-1.3411791616984867,2.457329599669919
Cargo,15781.25,-1.4869039834484103,2.6426940402112176
Cargo,15812.5,-1.6529965993710292,2.8557363506870703
Cargo,15843.75,-1.838551789644022,3.097918452950562
Cargo,15875.0,-2.039020971090533,3.366707156465607
